815, 115164
665, 114709
20, 114422
5766, 113721
734, 111011
1148, 111011
6968, 109617
760, 108488
9310, 108364
15519, 105493
3708, 104883
23010, 104883
19027, 104088
54816, 103286
8783, 102802
337, 101030
12082, 100875
13553, 100875
13618, 99891
24855, 99518
21, 98298
32261, 97642
93794, 97642
16838, 97076
7220, 96873
134871, 96619
41, 95874
3933, 95833
8953, 95555
2414, 94221
472, 94024
2597, 93101
49941, 93101
2673, 92486
16763, 92486
73007, 92486
440, 91553
1329, 91553
1671, 91553
2860, 91553
2538, 91048
83002, 91048
13605, 89804
1465, 89135
6095, 88204
394, 88041
1857, 88041
6935, 87365
339, 87120
228, 86563
258, 86340
80020, 86325
34187, 86176
1379, 84952
5843, 82623
10134, 82482
38822, 82305
3591, 79670
20773, 79550
53826, 78171
2711, 77513
14565, 76188
512, 75169
4534, 74513
6287, 74265
730, 71041
2169, 71041
131660, 71041
155289, 71041
814, 70726
155528, 67057
22391, 66918
527, 66873
9, 66499
19014, 66499
20722, 66056
34827, 65859
20144, 65847
3961, 65504
4731, 61891
28507, 60959
2031, 60050
3315, 59193
7703, 59193
23038, 59193
3770, 57967
100495, 57677
210555, 57647
15623, 57431
1060, 57054
47445, 55843
19591, 54842
49629, 54324
141075, 53979
3795, 53963
219684, 53760
8020, 53439
248, 53067
8666, 53067
182, 52866
2356, 51013
9342, 51013
8915, 50680
71181, 50680
186851, 50202
23856, 49952
6709, 49924
178513, 49641
193820, 49641
80545, 49010
25211, 48807
6613, 48780
34593, 48780
3308, 48671
41991, 48446
170926, 48446
1784, 48004
199764, 47762
879, 47417
2976, 47417
5243, 47417
12482, 47417
62365, 47358
216723, 47358
46182, 47227
224959, 47214
4765, 47211
31756, 47027
131664, 47027
27977, 46815
28903, 45809
212906, 45809
161, 45532
127332, 45499
46424, 45492
45895, 45488
56686, 45042
20294, 44890
5148, 44699
181, 44240
5065, 44164
14864, 43500
38706, 43500
40886, 43470
3422, 43288
62436, 43132
3575, 42942
17481, 42799
37675, 42799
4746, 42745
1084, 42606
16137, 42606
23291, 42228
12967, 41933
12152, 41756
4202, 41707
44009, 41467
0, 41118
8834, 40694
83939, 40517
160255, 40517
6630, 39907
3251, 39782
12771, 39725
5850, 39407
7909, 39298
25511, 39298
270479, 39298
165662, 39135
3894, 39062
270461, 39062
126434, 38752
27472, 38673
31210, 38673
12651, 38643
78989, 38643
13137, 38605
50512, 38426
71824, 38412
1510, 38374
845, 38163
2380, 38162
28667, 38117
4143, 37777
129980, 37709
33732, 37686
3285, 37518
5898, 37518
19577, 37444
266799, 37444
1090, 37400
66461, 37400
5921, 37393
14784, 37382
2006, 37371
4003, 37332
1236, 37281
2949, 37178
94046, 37127
10266, 36944
6607, 36919
25986, 36919
13972, 36690
19467, 36614
151287, 36490
34027, 36446
9149, 36428
99794, 36345
13226, 36334
3232, 36286
5783, 36239
9765, 36239
11943, 36218
26260, 36216
129379, 36216
23503, 36197
1158, 36094
24652, 35979
39148, 35979
348, 35970
220267, 35970
13582, 35880
17426, 35880
21337, 35880
60745, 35880
761, 35836
25369, 35821
2911, 35730
3396, 35728
4599, 35606
3052, 35424
129617, 35412
1420, 35283
11536, 35283
116276, 35138
27708, 35093
84019, 35048
2374, 34942
5614, 34717
58208, 34717
6274, 34519
119231, 34519
311, 34451
79993, 34341
16195, 34138
18203, 34138
58148, 34045
12684, 33859
31459, 33764
14049, 33484
11968, 33480
1861, 33450
32451, 33448
4661, 33414
58868, 33414
271405, 33342
1315, 33337
83925, 33336
84665, 33336
585, 33333
16814, 33333
7171, 33244
90228, 33244
2574, 33130
98989, 33130
77634, 33063
176437, 33063
4983, 32755
20614, 32755
85915, 32698
3105, 32687
954, 32646
263159, 32591
6621, 32411
64040, 32378
98040, 32378
61578, 32316
273774, 32221
6628, 32112
41421, 31929
39922, 31897
102132, 31885
7468, 31808
5742, 31786
34121, 31667
2728, 31664
29702, 31664
156933, 31574
77418, 31565
178726, 31565
1444, 31559
98066, 31559
594, 31537
76311, 31445
162507, 31445
68831, 31431
31747, 31365
305, 31290
3242, 31290
190079, 31290
83869, 31249
22921, 31238
682, 31139
2370, 31139
26673, 31079
188573, 31053
12892, 31027
10592, 30977
6902, 30934
2179, 30836
117126, 30751
124135, 30738
2467, 30704
9685, 30692
9805, 30538
47035, 30538
54267, 30529
3024, 30380
164384, 30344
11230, 30311
8018, 30188
42786, 30188
7803, 30158
5050, 30116
18614, 30078
74605, 30078
228182, 29891
7194, 29879
2927, 29835
143472, 29781
3537, 29763
31295, 29763
36048, 29763
4318, 29743
2689, 29738
71601, 29718
3095, 29577
37406, 29558
32734, 29519
9503, 29504
187521, 29504
13799, 29500
65661, 29499
2444, 29457
117299, 29457
20673, 29448
176429, 29448
53118, 29396
72683, 29367
223630, 29325
1242, 29287
19, 29159
46228, 29069
74473, 29069
89744, 29069
47737, 28990
140355, 28990
20486, 28945
41206, 28945
36423, 28930
248382, 28930
7463, 28832
43310, 28832
455, 28809
2616, 28791
14703, 28753
15442, 28715
6242, 28706
156803, 28706
170639, 28704
10009, 28416
58310, 28288
221510, 28288
67253, 28212
24156, 28171
22434, 28144
129473, 28144
199789, 28144
590, 28122
24648, 28072
8498, 28042
12254, 28042
4915, 28028
28366, 28028
151430, 28012
26644, 27944
88226, 27944
49224, 27900
5559, 27806
7068, 27781
62459, 27700
4463, 27650
67306, 27650
13840, 27642
240498, 27632
41742, 27616
47022, 27537
11699, 27535
20845, 27494
24425, 27494
4146, 27428
25229, 27428
206319, 27388
8062, 27355
102121, 27327
214693, 27327
95795, 27264
13304, 27247
95963, 27162
95862, 27146
136913, 27133
22640, 27092
11176, 27049
55736, 26996
59298, 26996
68552, 26996
103934, 26996
277217, 26959
64632, 26926
48808, 26885
98901, 26862
21369, 26826
5500, 26812
169, 26807
22824, 26778
53193, 26778
60851, 26778
195590, 26778
1291, 26772
4573, 26772
249532, 26772
10152, 26732
46076, 26726
1870, 26706
20679, 26674
117659, 26674
7764, 26655
180110, 26655
13081, 26628
97964, 26628
122622, 26628
124841, 26628
1693, 26553
8376, 26553
27797, 26515
16155, 26495
106970, 26495
291658, 26495
29785, 26455
51080, 26455
107056, 26455
7125, 26435
8364, 26435
31189, 26397
28389, 26384
63313, 26384
124862, 26283
150663, 26249
42509, 26246
10456, 26245
725, 26235
285916, 26235
220810, 26231
83482, 26226
73639, 26216
154951, 26216
199681, 26216
185305, 26195
63942, 26109
126, 26104
24463, 26104
32800, 26104
46933, 26075
203212, 26075
46344, 26069
670, 26030
279439, 26028
45179, 26022
9505, 26013
57777, 26009
17395, 25984
107827, 25984
744, 25959
20934, 25956
5407, 25935
130703, 25912
28769, 25872
164959, 25872
3677, 25831
34376, 25756
4602, 25716
4267, 25707
12080, 25707
100431, 25702
5724, 25698
27883, 25698
199247, 25698
2903, 25659
27517, 25653
14225, 25613
10355, 25580
180030, 25580
65300, 25521
32291, 25520
235426, 25519
23394, 25509
25273, 25509
14074, 25481
8997, 25468
23630, 25468
801, 25456
24478, 25415
68753, 25405
40937, 25390
55524, 25390
29983, 25354
50341, 25354
62200, 25354
25733, 25295
246384, 25295
62172, 25283
1393, 25282
174724, 25234
11826, 25212
28250, 25212
10957, 25170
78819, 25078
53711, 25068
96146, 25064
22902, 25063
140449, 25063
10607, 25058
138, 25050
953, 25047
1431, 25047
293530, 25047
2483, 25009
24807, 24979
163965, 24979
19896, 24955
42806, 24955
82230, 24955
110867, 24955
83306, 24951
170932, 24951
273162, 24951
530, 24949
238107, 24942
2951, 24938
11783, 24919
2645, 24903
15332, 24899
103471, 24871
58520, 24865
70659, 24865
208926, 24755
141338, 24748
60519, 24742
77218, 24742
255711, 24742
184931, 24688
49894, 24667
103561, 24667
49656, 24665
34238, 24645
116330, 24645
276240, 24631
17233, 24559
79412, 24559
71823, 24519
214182, 24519
1006, 24515
222654, 24514
1010, 24506
4850, 24506
8415, 24494
8583, 24486
17784, 24470
32596, 24464
1314, 24459
36265, 24453
125145, 24445
9873, 24440
111837, 24440
270178, 24427
91654, 24345
54128, 24322
29815, 24316
37665, 24316
81899, 24316
104785, 24316
110242, 24316
17239, 24314
48727, 24288
52260, 24286
83009, 24286
4167, 24271
2855, 24241
1879, 24235
57742, 24203
281980, 24194
7871, 24183
1979, 24159
175723, 24159
50682, 24139
1951, 24126
5547, 24115
179646, 24106
27074, 24013
53159, 24013
72165, 24001
26611, 24000
169357, 24000
34201, 23968
116951, 23968
55963, 23965
91328, 23965
36102, 23904
119185, 23904
235856, 23900
7765, 23899
79421, 23894
86924, 23894
178919, 23894
113134, 23882
128417, 23856
18456, 23840
67630, 23813
275414, 23813
24340, 23779
5937, 23775
131396, 23713
46525, 23690
55283, 23682
102891, 23675
153384, 23675
197174, 23675
212923, 23675
293251, 23669
99994, 23639
64873, 23563
108546, 23563
175035, 23563
604, 23551
4412, 23550
8086, 23550
21293, 23541
24111, 23526
2116, 23510
66047, 23502
18978, 23472
23659, 23472
80511, 23472
86901, 23471
151819, 23463
276844, 23429
1470, 23418
161711, 23363
260111, 23363
66868, 23350
100388, 23334
27994, 23318
151495, 23318
188532, 23306
20820, 23287
104126, 23269
24017, 23246
174059, 23246
3613, 23239
105815, 23239
49693, 23233
100447, 23190
15725, 23158
18227, 23148
1004, 23141
21133, 23141
21706, 23121
32805, 23117
1819, 23070
40047, 23056
41669, 23056
290303, 23056
1626, 22977
31896, 22977
118902, 22977
30798, 22953
27508, 22931
106070, 22931
174858, 22931
16823, 22885
215955, 22885
234707, 22885
96990, 22854
31741, 22849
14926, 22836
98138, 22836
105700, 22798
15606, 22784
20997, 22784
16961, 22774
129127, 22758
